price_date,open,high,low,close,adj_close,volume
2026-06-18,83.83999633789062,83.88999938964844,83.12999725341797,83.30000305175781,82.72599792480469,10446700
2026-06-22,82.66000366210938,83.13999938964844,82.1500015258789,82.18000030517578,82.18000030517578,11243600
2026-06-23,83.62000274658203,83.83999633789062,83.02999877929688,83.72000122070312,83.72000122070312,14963300
2026-06-24,84.04000091552734,84.80999755859375,83.81999969482422,84.44000244140625,84.44000244140625,11294900
2026-06-25,83.94999694824219,84.98999786376953,83.69999694824219,83.94000244140625,83.94000244140625,12076100
2026-06-26,84.6500015258789,85.22000122070312,84.44999694824219,84.70999908447266,84.70999908447266,11372100
2026-06-29,84.91000366210938,85.08000183105469,84.05000305175781,84.37000274658203,84.37000274658203,10163800
2026-06-30,83.98999786376953,84.08999633789062,82.94999694824219,83.06999969482422,83.06999969482422,12752500
2026-07-01,83.0999984741211,83.33000183105469,82.7699966430664,83.30000305175781,83.30000305175781,12210100
2026-07-02,83.75,85.13999938964844,83.75,84.98999786376953,84.98999786376953,16704700
2026-07-06,84.80000305175781,85.0999984741211,83.31999969482422,84.0999984741211,84.0999984741211,13176600
2026-07-07,85.5199966430664,85.95999908447266,84.44999694824219,84.86000061035156,84.86000061035156,13234800
2026-07-08,85.16999816894531,85.30000305175781,84.3499984741211,84.38999938964844,84.38999938964844,10998500
2026-07-09,83.55000305175781,83.83999633789062,83.11000061035156,83.19999694824219,83.19999694824219,11322100
2026-07-10,83.23999786376953,84.19000244140625,83.16999816894531,84.12000274658203,84.12000274658203,8305400
2026-07-13,84.55000305175781,85.54000091552734,84.37999725341797,84.58999633789062,84.58999633789062,8118700
2026-07-14,84.51000213623047,84.73999786376953,83.3499984741211,83.41999816894531,83.41999816894531,7871000
2026-07-15,83.0999984741211,84.22000122070312,82.97000122070312,83.47000122070312,83.47000122070312,7387500
2026-07-16,84.13999938964844,85.80999755859375,84.04000091552734,85.80999755859375,85.80999755859375,12093279
