price_date,open,high,low,close,adj_close,volume
2026-06-18,10.199999809265137,10.359999656677246,9.880000114440918,10.270000457763672,10.270000457763672,45204600
2026-06-22,10.175000190734863,10.520000457763672,10.0,10.15999984741211,10.15999984741211,51866200
2026-06-23,10.270000457763672,10.430000305175781,10.104999542236328,10.15999984741211,10.15999984741211,50782400
2026-06-24,10.15999984741211,10.579999923706055,10.0600004196167,10.3100004196167,10.3100004196167,78960100
2026-06-25,10.109999656677246,10.3149995803833,9.90999984741211,9.930000305175781,9.930000305175781,50754900
2026-06-26,9.90999984741211,10.585000038146973,9.869999885559082,10.529999732971191,10.529999732971191,66302400
2026-06-29,10.850000381469727,10.944999694824219,10.550000190734863,10.680000305175781,10.680000305175781,50637200
2026-06-30,10.520000457763672,11.039999961853027,10.479999542236328,10.869999885559082,10.869999885559082,64745700
2026-07-01,11.119999885559082,11.920000076293945,11.079999923706055,11.550000190734863,11.550000190734863,65987300
2026-07-02,11.359999656677246,11.774999618530273,11.300000190734863,11.710000038146973,11.710000038146973,58404000
