price_date,open,high,low,close,adj_close,volume
2026-06-18,44.599998474121094,45.34000015258789,44.529998779296875,44.7599983215332,44.47599792480469,36828300
2026-06-22,44.47999954223633,44.970001220703125,44.43000030517578,44.720001220703125,44.720001220703125,21868600
2026-06-23,44.75,45.20000076293945,44.459999084472656,45.06999969482422,45.06999969482422,22295600
2026-06-24,45.290000915527344,45.599998474121094,45.09000015258789,45.540000915527344,45.540000915527344,18884500
2026-06-25,45.65999984741211,46.189998626708984,45.5,45.849998474121094,45.849998474121094,19262800
2026-06-26,46.0,46.22999954223633,45.88999938964844,46.20000076293945,46.20000076293945,19479300
2026-06-29,46.20000076293945,46.310001373291016,45.77000045776367,46.02000045776367,46.02000045776367,17917800
2026-06-30,45.86000061035156,45.95000076293945,45.31999969482422,45.34000015258789,45.34000015258789,18906800
2026-07-01,45.2400016784668,45.36000061035156,44.63999938964844,44.77000045776367,44.77000045776367,29493100
2026-07-02,45.029998779296875,45.79999923706055,45.0,45.7599983215332,45.7599983215332,24327900
